title,release_year,genre,vote_average,popularity,vote_count,original_language,cluster
I Love You Phillip Morris,2009,"Comedy, Drama, Romance",6.4,15.906,1279,en,9
The Transformers: The Movie,1986,"Animation, Science Fiction, Action, Adventure, Family",7.2,15.906,375,en,11
The Walk,2015,"Adventure, Drama, Thriller",7.0,15.905,2710,en,4
Fatal Affair,2020,Thriller,5.8,15.9,235,en,4
The Beguiled,1971,"Drama, Thriller, War",7.0,15.9,318,en,4
Runaway Train,1985,"Action, Thriller, Drama, Adventure",7.0,15.9,385,en,1
Jack Frost,1998,"Comedy, Family, Drama, Fantasy",5.9,15.897,901,en,3
El Dorado,1966,"Western, Adventure, Action, Romance",7.4,15.897,367,en,10
Giant Little Ones,2019,Drama,7.4,15.895,185,en,6
Dracula,1958,Horror,7.3,15.893,414,en,5
Wings of Desire,1987,"Drama, Fantasy, Romance",7.8,15.892,938,de,6
Kim Possible: So the Drama,2005,"Animation, Adventure, Family, Action",6.9,15.891,139,en,0
Asterix Conquers America,1994,"Family, Animation, Adventure, Comedy",6.2,15.89,459,fr,0
An American Tail,1986,"Drama, Family, Animation, Adventure, Music",6.7,15.89,1071,en,0
Mission to Mars,2000,"Science Fiction, Thriller",6.0,15.89,1089,en,4
Female War: A Nasty Deal,2015,"Drama, Romance",3.5,15.889,9,ko,6
Brother 2,2000,"Action, Crime, Drama",7.5,15.889,174,ru,1
Life of Brian,1979,Comedy,7.8,15.888,3423,en,3
The Missing,2003,"Thriller, Western, Adventure",6.3,15.886,452,en,4
Utøya: July 22,2018,"History, Drama",7.3,15.885,255,no,6
The Invisible Boy,2014,"Comedy, Adventure, Science Fiction, Fantasy",6.2,15.885,873,it,11
Executive Decision,1996,"Action, Adventure, Drama, Thriller",6.2,15.885,688,en,1
Junior,1994,"Comedy, Family, Romance",5.1,15.884,1143,en,9
Driven,2001,Action,5.1,15.883,557,en,2
Solaris,2002,"Drama, Science Fiction, Mystery, Romance",5.9,15.878,1021,en,6
Sexy Beast,2000,"Crime, Drama, Thriller",7.0,15.876,545,en,8
Moonstruck,1987,"Comedy, Drama, Romance",6.8,15.876,646,en,9
Double Indemnity,1944,"Crime, Drama, Mystery, Thriller",8.2,15.874,1314,en,8
The Chinese Widow,2017,"Drama, Romance, History, War",7.4,15.869,110,zh,6
Hereafter,2010,"Drama, Fantasy",6.0,15.869,1323,en,6
Club Dread,2004,"Comedy, Horror",5.2,15.867,273,en,5
Jack Frost,1997,"Fantasy, Horror, Comedy",5.2,15.866,165,en,5
One Fine Day,1996,"Romance, Comedy",6.4,15.866,511,en,9
Proximity,2020,"Science Fiction, Drama",6.2,15.864,120,en,6
Jagame Thandhiram,2021,"Crime, Comedy",6.3,15.863,21,ta,3
Anastasia: Once Upon a Time,2020,"Family, Adventure, Fantasy",6.2,15.863,64,en,10
Her Blue Sky,2019,"Animation, Romance",7.1,15.86,76,ja,9
Rumble Fish,1983,"Action, Crime, Drama",7.0,15.859,478,en,1
Jersey Boys,2014,"Music, Drama",6.8,15.857,571,en,6
Smokey and the Bandit,1977,"Action, Adventure, Comedy",6.9,15.855,523,en,10
Europa Europa,1990,"History, Drama, War",7.3,15.855,168,de,6
Get Married If You Can,2014,"Comedy, Romance",7.4,15.854,157,es,9
A Common Man,2013,"Action, Thriller",6.1,15.854,57,en,8
Lupin the Third vs. Detective Conan,2009,"Action, Animation, Comedy, Crime, TV Movie",7.0,15.848,87,ja,3
Bombshell: The Hedy Lamarr Story,2018,Documentary,7.0,15.844,76,en,3
A Go! Go! Cory Carson Christmas,2020,"Animation, Family",6.9,15.842,16,en,0
A Better Tomorrow II,1987,"Action, Crime, Thriller",7.1,15.842,165,zh,8
The Skin of the Wolf,2018,"Romance, Drama",5.2,15.841,104,es,6
Safe Haven,2013,"Romance, Thriller",7.2,15.841,2040,en,4
The Miracle Season,2018,Drama,7.3,15.839,247,en,6
The Room,2019,"Horror, Drama, Mystery, Science Fiction",6.4,15.837,683,en,5
The Housemaid,2010,"Thriller, Drama",6.4,15.834,216,ko,4
A Night of Horror: Nightmare Radio,2020,Horror,5.6,15.831,65,en,5
3-Headed Shark Attack,2015,"Science Fiction, Action, Horror",4.1,15.827,128,en,2
Eddie the Eagle,2016,"Comedy, Drama, History, Adventure",7.2,15.827,1752,en,3
Ranma ½: The Movie 2 — The Battle of Togenkyo: Rescue the Brides!,1992,"Action, Comedy, Animation",8.0,15.827,75,ja,3
The Ghost Writer,2010,"Thriller, Mystery",6.8,15.825,1741,en,4
The Influence,2019,Horror,4.8,15.824,214,es,5
Ad Astra,2019,"Science Fiction, Drama",6.1,15.817,5292,en,6
Space Buddies,2009,"Comedy, Adventure, Drama, Family",5.8,15.817,149,en,0
Fan-Fan the Tulip,2003,"Adventure, Comedy",5.4,15.816,174,fr,3
Detective Conan: The Time Bombed Skyscraper,1997,"Adventure, Mystery, Animation",7.1,15.815,153,ja,0
Real Genius,1985,"Comedy, Romance, Science Fiction",6.6,15.815,296,en,9
High Fidelity,2000,"Comedy, Drama, Romance, Music",7.2,15.814,1528,en,9
7 Days in Entebbe,2018,"Thriller, Drama, Crime",5.8,15.813,333,en,8
Date A Live: Mayuri Judgment,2015,"Animation, Romance, Science Fiction",7.9,15.813,37,ja,2
Black Dog,1998,Action,6.2,15.813,176,en,2
Water for Elephants,2011,"Drama, Romance",6.9,15.81,2208,en,6
Three Colors: Red,1994,"Drama, Mystery, Romance",8.0,15.81,984,fr,6
Chariots of Fire,1981,"Drama, History",6.9,15.808,658,en,6
Monsters: Dark Continent,2014,"Thriller, Drama, Science Fiction",4.7,15.807,266,en,4
Out of Sight,1998,"Romance, Comedy, Crime",6.6,15.806,955,en,9
Never Been Kissed,1999,"Romance, Comedy, Drama",6.2,15.804,1208,en,9
Clockstoppers,2002,"Adventure, Family, Science Fiction, Thriller",5.2,15.803,233,en,11
The Fog,2005,"Horror, Thriller",4.4,15.803,562,en,7
Legacy of Lies,2020,Thriller,5.6,15.802,179,en,4
The Swan Princess: The Mystery of the Enchanted Kingdom,1998,"Family, Fantasy, Animation, Mystery",6.0,15.802,220,en,0
Destruction: Los Angeles,2017,"Action, Adventure",5.5,15.799,60,en,10
Dog Soldiers,2002,"Horror, Action, Thriller",6.7,15.798,623,en,7
Plus One,2019,"Romance, Comedy, Drama",7.1,15.794,221,en,9
Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,1965,Comedy,6.8,15.792,123,en,3
Color of Love,2021,"Drama, TV Movie",5.8,15.791,3,en,6
Candy,2006,"Drama, Romance",7.1,15.789,488,en,6
Alvin and the Chipmunks Meet Frankenstein,1999,"Animation, Comedy",7.0,15.789,116,en,3
Citizen Toxie: The Toxic Avenger IV,2001,"Comedy, Horror",6.5,15.788,94,en,5
Pale Rider,1985,Western,7.2,15.782,781,en,3
Sugar & Spice,2001,"Crime, Comedy, Drama",6.4,15.781,199,en,3
Enter the Void,2009,"Fantasy, Drama",7.4,15.779,1364,en,6
Bandits,2001,"Comedy, Crime",6.3,15.779,781,en,3
Sink or Swim,2018,"Drama, Comedy",6.9,15.778,1257,fr,3
Mom and Dad,2017,"Thriller, Horror, Comedy",5.2,15.777,744,en,7
Poison Ivy 2: Lily,1996,"Drama, Romance, Thriller",4.8,15.777,90,en,4
Christmas with a View,2018,"Romance, Family, TV Movie",5.8,15.776,260,en,9
The Pelican Brief,1993,"Mystery, Drama, Thriller, Crime",6.5,15.776,1151,en,8
I Am Woman,2020,"Music, Drama",7.0,15.775,19,en,6
Family Guy Presents: It's a Trap!,2011,"Animation, Fantasy, Comedy, Science Fiction, Adventure",6.8,15.774,344,en,0
Forbidden Quest,2006,"Romance, Comedy",5.6,15.774,14,ko,9
My Super Ex-Girlfriend,2006,"Comedy, Science Fiction, Romance",5.0,15.774,1161,en,9
Infamous,2020,Crime,5.9,15.772,129,en,8
The Patriot,1998,"Action, Thriller",5.5,15.771,237,en,8
Exam,2009,"Thriller, Mystery",6.7,15.769,1577,en,4
Femme Fatale,2002,"Thriller, Crime, Romance",6.2,15.769,430,en,8
Hamburger Hill,1987,"War, Action, Drama",6.5,15.768,304,en,1
The Tailor of Panama,2001,"Drama, Thriller",6.1,15.763,355,en,4
Queen of Katwe,2016,Drama,7.2,15.759,350,en,6
Wyatt Earp,1994,"Western, Drama, Action, Adventure",6.7,15.759,631,en,1
Capricorn One,1977,"Drama, Action, Thriller, Science Fiction",6.8,15.759,326,en,1
Top Cat Begins,2015,"Comedy, Animation, Family",6.6,15.758,119,es,0
If I Were a Boy,2017,Comedy,5.3,15.757,317,fr,3
Hot Summer Nights,2018,"Drama, Comedy",6.7,15.756,534,en,3
The Notorious Bettie Page,2005,"Comedy, Drama",6.3,15.756,113,en,3
Police Academy 6: City Under Siege,1989,"Comedy, Crime",5.1,15.756,630,en,3
October Sky,1999,"Family, Drama",7.6,15.755,904,en,6
The City of Lost Children,1995,"Fantasy, Science Fiction, Adventure",7.4,15.751,788,fr,11
The Best Exotic Marigold Hotel,2011,"Drama, Comedy",6.9,15.75,1091,en,3
Nim's Island,2008,"Adventure, Comedy, Family, Fantasy",5.9,15.75,965,en,0
