title,release_year,genre,vote_average,popularity,vote_count,original_language,cluster
Venom,2018,"Science Fiction, Action",6.9,145.852,12992,en,2
The Last Mercenary,2021,"Action, Comedy",6.8,145.719,462,fr,3
Cars 2,2011,"Animation, Family, Adventure, Comedy",6.0,145.286,6120,en,0
Downfall: The Case Against Boeing,2022,Documentary,7.4,144.833,55,en,3
Ratatouille,2007,"Animation, Comedy, Family, Fantasy",7.8,144.804,13683,en,0
Mickey and Minnie Wish Upon a Christmas,2021,Animation,7.2,144.605,81,en,0
Dragon Ball Z: Broly – The Legendary Super Saiyan,1993,"Animation, Science Fiction, Action",7.2,144.38,638,ja,2
Doctor Strange in the Multiverse of Madness,2022,"Fantasy, Action, Adventure",0.0,144.134,0,en,10
Death on the Nile,2022,"Mystery, Crime, Drama, Thriller",6.7,143.637,551,en,8
Army of the Dead,2021,"Action, Crime, Horror, Thriller",6.3,143.486,2905,en,8
Home Sweet Home Alone,2021,"Family, Comedy",5.2,143.382,375,en,3
Carriers,2009,"Action, Drama, Horror, Science Fiction, Thriller",6.1,142.571,1033,en,7
Boyka: Undisputed IV,2016,"Action, Drama",7.0,142.376,974,en,1
2012,2009,"Action, Adventure, Science Fiction",5.8,141.749,10288,en,11
Why Women Cheat,2021,Romance,3.3,141.695,3,en,9
Sing,2016,"Animation, Comedy, Family, Music",7.1,141.063,6642,en,0
Green Lantern,2011,"Adventure, Action, Thriller, Science Fiction",5.2,140.802,6080,en,11
Peninsula,2020,"Action, Horror, Thriller",6.9,140.744,1830,ko,7
Ted 2,2015,Comedy,6.3,139.67,6068,en,3
High School Teacher: Maturing,1985,Drama,5.9,139.468,7,ja,6
Wonder Woman,2017,"Action, Adventure, Fantasy",7.3,139.314,17438,en,10
A Day to Die,2022,"Action, Thriller, Crime",4.7,139.22,9,en,8
Cosmic Sin,2021,"Action, Adventure, Science Fiction",4.2,138.799,420,en,11
Pirates of the Caribbean: At World's End,2007,"Adventure, Fantasy, Action",7.2,138.455,11783,en,10
Legion,2010,"Horror, Action, Fantasy",5.8,138.379,2031,en,5
Rascal Does Not Dream of a Dreaming Girl,2019,"Animation, Comedy, Romance, Drama, Fantasy",8.4,138.231,352,ja,9
Peter Rabbit 2: The Runaway,2021,"Family, Comedy, Adventure, Animation, Fantasy",7.3,138.179,517,en,0
Dragon Ball Z: Battle of Gods,2013,"Animation, Action, Science Fiction",6.8,138.024,1193,ja,2
My Little Pony: A New Generation,2021,"Animation, Family, Fantasy, Comedy, Music, Adventure",8.1,137.815,190,en,0
Redemption Day,2021,Action,6.3,137.585,194,en,2
Journey 2: The Mysterious Island,2012,"Adventure, Action, Science Fiction",6.1,137.215,3447,en,11
Love & Other Drugs,2010,"Drama, Comedy, Romance",7.0,136.846,4120,en,9
The King's Daughter,2022,"Fantasy, Drama, Romance, History",7.4,136.819,353,en,6
Deadpool 2,2018,"Action, Comedy, Adventure",7.5,136.303,14395,en,10
The Fate of the Furious,2017,"Action, Crime, Thriller",6.9,136.14,8785,en,8
Hancock,2008,"Fantasy, Action",6.3,135.893,7944,en,10
The Hunger Games: Mockingjay - Part 1,2014,"Science Fiction, Adventure, Thriller",6.8,135.46,13384,en,11
Dragon Ball Z: Broly – Second Coming,1994,"Animation, Action, Science Fiction",6.7,135.183,503,ja,2
The Conjuring,2013,"Horror, Thriller",7.5,134.742,9169,en,7
Sweet & Sour,2021,"Comedy, Romance",7.9,134.71,82,ko,9
The Belly of the Sea,2021,Drama,4.0,134.626,2,es,6
Grisaia: Phantom Trigger The Animation,2020,"Action, Animation",3.5,134.436,2,ja,2
Fantastic Beasts and Where to Find Them,2016,"Adventure, Fantasy",7.3,133.611,16206,en,10
World War Z,2013,"Action, Drama, Horror, Science Fiction, Thriller",6.8,133.445,12838,en,7
"Barbie: Big City, Big Dreams",2021,"Animation, Music, Family",7.3,133.008,107,en,0
Teen Titans Go! See Space Jam,2021,"Animation, Action, Adventure, Comedy, Family, Fantasy, Science Fiction",6.9,132.875,167,en,0
Jolt,2021,"Action, Comedy",6.7,132.823,879,en,3
Once Upon a Snowman,2020,"Animation, Family, Comedy, Fantasy",6.9,132.549,416,en,0
Outlaws,2021,Crime,6.9,131.359,122,es,8
Mortal Kombat Legends: Battle of the Realms,2021,"Animation, Action, Fantasy",8.0,131.35,233,en,10
Rogue Hostage,2021,"Action, Thriller",6.2,131.343,118,en,8
Fifty Shades Freed,2018,"Drama, Romance",6.7,131.193,6769,en,6
Jiu Jitsu,2020,"Action, Science Fiction, Fantasy",5.0,131.142,469,en,2
Crank: High Voltage,2009,"Action, Thriller, Crime",6.0,130.416,2199,en,8
The Lord of the Rings: The Fellowship of the Ring,2001,"Adventure, Fantasy, Action",8.4,129.852,20602,en,10
Mulan,1998,"Animation, Family, Adventure",7.9,129.338,7900,en,0
Thor,2011,"Adventure, Fantasy, Action",6.8,129.237,17866,en,10
Sex and the City,2008,"Comedy, Drama, Romance",6.6,128.782,1763,en,9
Masquerade,2021,Thriller,6.4,128.413,56,en,4
The Little Mermaid,1989,"Animation, Family, Fantasy",7.4,128.229,6347,en,0
More the Merrier,2021,"Comedy, Romance",6.8,128.13,258,es,9
The Exorcism of Carmen Farias,2021,Horror,6.2,127.856,82,es,5
Train to Busan,2016,"Action, Horror, Thriller",7.8,127.755,5492,ko,7
Frozen,2013,"Animation, Family, Adventure, Fantasy",7.3,127.513,14043,en,0
Naruto Shippuden the Movie: Road to Ninja,2012,"Animation, Fantasy, Action",7.6,127.29,654,ja,10
Inception,2010,"Action, Science Fiction, Adventure",8.4,127.131,31077,en,11
Girl in the Basement,2021,"Crime, Thriller",8.1,127.07,344,en,8
The Proposal,2009,"Comedy, Romance, Drama",7.1,126.976,5314,en,9
Goblin Slayer: Goblin's Crown,2020,"Animation, Adventure, Action, Fantasy",7.6,126.906,159,ja,10
Cinderella,1950,"Family, Fantasy, Animation, Romance",7.0,126.858,5560,en,0
El amarre,2021,Horror,7.0,126.596,65,es,5
The Hangover,2009,Comedy,7.3,126.258,14245,en,3
Charlie and the Chocolate Factory,2005,"Adventure, Comedy, Family, Fantasy",7.0,125.496,12320,en,0
Jurassic World: Fallen Kingdom,2018,"Action, Adventure, Science Fiction",6.6,125.44,9639,en,11
John Wick: Chapter 2,2017,"Thriller, Action, Crime",7.3,125.06,9982,en,8
Mamá o papá,2021,"Comedy, Family",7.5,124.712,100,es,3
Toy Story 4,2019,"Family, Adventure, Animation, Comedy, Fantasy, Drama",7.6,124.411,7817,en,0
Twilight,2008,"Fantasy, Drama, Romance",6.3,124.224,11347,en,6
Kingsman: The Secret Service,2014,"Crime, Comedy, Action, Adventure",7.6,124.136,14125,en,10
The Unforgivable,2021,"Drama, Crime",7.6,123.798,1185,en,6
Pacific Rim,2013,"Action, Science Fiction, Adventure",6.8,123.369,10377,en,11
PAW Patrol: Jet To The Rescue,2020,"Family, Animation",7.0,123.359,131,en,0
Titanic,1997,"Drama, Romance",7.9,123.007,20674,en,6
The Hobbit: An Unexpected Journey,2012,"Adventure, Fantasy, Action",7.3,122.885,15731,en,10
The Conjuring 2,2016,"Horror, Thriller",7.3,122.749,6649,en,7
Four to Dinner,2022,"Comedy, Romance",6.2,122.573,167,it,9
Jack Reacher: Never Go Back,2016,"Action, Thriller",5.9,122.302,3914,en,8
Jurassic World Dominion,2022,"Adventure, Action, Science Fiction, Thriller",0.0,122.236,0,en,11
Bordertown: The Mural Murders,2021,Crime,6.9,122.037,44,fi,8
The Misfits,2021,"Action, Thriller",5.5,121.906,223,en,8
Awake,2021,"Drama, Science Fiction, Thriller",6.0,121.733,796,en,4
Dhamaka,2021,"Thriller, Drama, Crime",7.2,121.718,52,hi,8
Fight Club,1999,Drama,8.4,121.653,23620,en,6
The Lion King,2019,"Adventure, Family, Animation",7.1,121.53,8292,en,0
Malignant,2021,"Thriller, Horror, Mystery",7.0,121.064,1324,en,7
The Karate Kid,2010,"Action, Adventure, Drama, Family",6.5,120.968,4848,en,1
Morbius,2022,"Action, Science Fiction, Fantasy",0.0,120.912,0,en,2
¡Qué Despadre!,2022,"Comedy, Family, Romance",4.0,120.694,2,es,9
Wrong Turn,2021,"Horror, Thriller",6.0,120.352,687,en,7
The Flash,2023,"Action, Adventure, Science Fiction, Fantasy, Drama",0.0,119.846,0,en,11
Black Panther,2018,"Action, Adventure, Science Fiction",7.4,119.657,18737,en,11
A Silent Voice: The Movie,2016,"Animation, Drama",8.4,119.623,2828,ja,6
Finding Nemo,2003,"Animation, Family",7.8,119.616,16104,en,0
Taken 3,2014,"Thriller, Action",6.2,119.377,4792,en,8
The Lord of the Rings: The Return of the King,2003,"Adventure, Fantasy, Action",8.5,118.609,19183,en,10
The Texas Chainsaw Massacre,2003,Horror,6.2,118.578,2019,en,5
Vivo,2021,"Animation, Family, Comedy",7.6,118.092,496,en,0
Batman: Death in the Family,2020,"Animation, Action",7.2,118.044,312,en,2
Weathering with You,2019,"Animation, Drama, Fantasy, Romance",8.1,117.822,1374,ja,6
The Incredibles,2004,"Action, Adventure, Animation, Family",7.7,117.476,14931,en,0
Coming 2 America,2021,Comedy,6.6,117.429,1738,en,3
Spoiled Brats,2021,Comedy,6.3,117.336,252,fr,3
Iron Man,2008,"Action, Science Fiction, Adventure",7.6,117.145,22335,en,11
Plan A,2021,Thriller,6.1,117.01,38,en,4
Escape Room: Tournament of Champions,2021,"Horror, Thriller, Mystery",6.8,116.753,1029,en,7
Batman & Robin,1997,"Science Fiction, Action, Fantasy",4.3,116.71,4044,en,2
Abraham Lincoln: Vampire Hunter,2012,"Action, Fantasy, Horror",5.7,116.62,2728,en,5
Jurassic World,2015,"Action, Adventure, Science Fiction, Thriller",6.7,116.392,17741,en,11
After Porn Ends 2,2017,Documentary,5.5,116.262,192,en,3
Rurouni Kenshin: The Final,2021,"Action, Adventure, Drama",7.9,116.225,297,ja,1
Naruto Shippuden the Movie: Blood Prison,2011,"Thriller, Animation, Action, Comedy, Horror, Mystery",7.2,115.71,345,ja,7
The Trip,2021,"Action, Comedy, Thriller, Horror",6.7,115.371,284,no,7
Grown Ups,2010,Comedy,6.3,114.995,4837,en,3
Dragon Ball Z: Bio-Broly,1994,"Animation, Action, Science Fiction",5.8,114.952,396,ja,2
Pirates of the Caribbean: Dead Men Tell No Tales,2017,"Adventure, Action, Fantasy",6.6,114.947,9959,en,10
Ice Age: Dawn of the Dinosaurs,2009,"Animation, Comedy, Family, Adventure",6.7,114.81,6793,en,0
The Penitent Thief,2021,Drama,4.2,114.262,5,en,6
Pokémon the Movie: Secrets of the Jungle,2020,"Animation, Adventure",7.3,114.219,81,ja,0
Scooby-Doo,2002,"Mystery, Adventure, Comedy",6.0,113.873,3484,en,3
Tangled,2010,"Animation, Family",7.6,113.831,9239,en,0
Iron Man 3,2013,"Action, Adventure, Science Fiction",6.9,113.811,19150,en,11
The Last Airbender,2010,"Action, Adventure, Fantasy",4.7,113.327,3231,en,10
Catch the Bullet,2021,"Western, Action",5.8,113.256,80,en,2
Jumanji: The Next Level,2019,"Adventure, Comedy, Fantasy",7.0,112.888,6753,en,10
Fifty Shades Darker,2017,"Drama, Romance",6.5,112.432,6623,en,6
The Loud House Movie,2021,"Animation, Family, Comedy, Music, Fantasy",7.8,112.419,109,en,0
The Secret to Be Told: Relationship With My Aunt,2020,"Drama, Romance",7.3,112.229,3,ko,6
This Is Not a Comedy,2021,"Drama, Comedy",6.1,111.675,52,es,3
Fear Street: 1994,2021,"Horror, Mystery",6.8,111.633,1429,en,5
Justice League,2017,"Action, Adventure, Fantasy, Science Fiction",6.1,111.605,11180,en,11
Incredibles 2,2018,"Action, Adventure, Animation, Family",7.5,111.552,10773,en,0
Ready Player One,2018,"Science Fiction, Adventure, Action",7.6,111.442,12634,en,11
Fantastic Beasts: The Secrets of Dumbledore,2022,"Fantasy, Adventure",0.0,111.367,0,en,10
Snoopy Presents: For Auld Lang Syne,2021,"Animation, Family",7.4,111.03,64,en,0
Scary Movie,2000,Comedy,6.3,111.026,5378,en,3
No One Gets Out Alive,2021,"Horror, Thriller, Mystery",6.0,110.898,327,en,7
Interstellar,2014,"Adventure, Drama, Science Fiction",8.4,110.531,27975,en,11
The Lego Batman Movie,2017,"Animation, Family, Action, Comedy, Science Fiction, Fantasy",7.2,110.401,4010,en,0
Pokémon Detective Pikachu,2019,"Action, Adventure, Fantasy",7.0,110.214,5476,en,10
Kate,2021,Action,6.7,110.146,969,en,2
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,"Adventure, Family, Fantasy",7.1,110.086,8455,en,10
The Parent Trap,1998,"Comedy, Family",7.1,109.749,3211,en,3
Beauty and the Beast,1991,"Romance, Family, Animation, Fantasy",7.7,109.649,8280,en,0
The Pilgrim's Progress,2019,"Animation, Adventure",7.9,109.486,66,en,0
Thor: The Dark World,2013,"Action, Adventure, Fantasy",6.6,109.344,14571,en,10
Dragon Ball GT: A Hero's Legacy,1997,"Animation, Family, Fantasy",6.7,109.314,229,ja,0
The Simpsons Movie,2007,"Animation, Comedy, Family",7.0,109.227,6645,en,0
John Wick: Chapter 3 - Parabellum,2019,"Action, Thriller, Crime",7.4,109.151,7720,en,8
Logan,2017,"Action, Drama, Science Fiction",7.8,109.111,16559,en,2
Transformers: Age of Extinction,2014,"Science Fiction, Action, Adventure",5.9,109.01,6593,en,11
Inside Out,2015,"Animation, Family, Adventure, Drama, Comedy",7.9,108.817,17586,en,0
Bad Boys for Life,2020,"Thriller, Action, Crime",7.2,108.687,6892,en,8
Voyagers,2021,"Science Fiction, Thriller",6.2,108.494,465,en,4
Terminator Genisys,2015,"Science Fiction, Action, Thriller, Adventure",5.9,108.488,7089,en,11
The Lord of the Rings: The Two Towers,2002,"Adventure, Fantasy, Action",8.4,108.474,17817,en,10
Parasite,2019,"Comedy, Thriller, Drama",8.5,108.442,13240,ko,4
The Many Saints of Newark,2021,"Crime, Drama",6.7,108.364,340,en,6
Central Intelligence,2016,"Action, Comedy, Mystery, Crime",6.4,108.326,4780,en,3
Up,2009,"Animation, Comedy, Family, Adventure",7.9,108.18,16894,en,0
Law Abiding Citizen,2009,"Drama, Crime, Thriller",7.3,107.994,3923,en,8
The Expendables,2010,"Thriller, Adventure, Action",6.2,107.728,6399,en,10
Fear Street: 1978,2021,"Horror, Mystery",7.3,107.439,1165,en,5
Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020,"Action, Crime",7.0,107.38,8601,en,8
David and the Elves,2021,"Family, Fantasy, Comedy",6.3,107.306,61,pl,0
Predators,2010,"Science Fiction, Action, Thriller",6.2,107.178,3105,en,2
Body Brokers,2021,"Thriller, Crime",6.5,106.645,56,en,8
Skylines,2020,"Science Fiction, Action",5.6,106.539,409,en,2
Fresh,2022,"Horror, Thriller",7.0,106.506,86,en,7
Porn to Be Free,2016,Documentary,5.5,106.506,67,it,3
Solitary,2020,Science Fiction,5.7,106.349,68,en,2
Spiral: From the Book of Saw,2021,"Horror, Crime, Mystery",6.2,106.335,1148,en,5
Kingsman: The Golden Circle,2017,"Action, Adventure, Comedy, Crime, Thriller",7.0,106.088,8450,en,8
22 vs. Earth,2021,"Family, Comedy, Fantasy, Animation",7.1,105.63,265,en,0
Furious 7,2015,"Action, Thriller, Crime, Adventure",7.3,105.485,8973,en,8
Guardians of the Galaxy Vol. 2,2017,"Adventure, Action, Science Fiction",7.6,105.418,17970,en,11
Toy Story 3,2010,"Animation, Family, Comedy",7.8,105.376,12273,en,0
Caged,2021,"Thriller, Horror",6.2,105.323,49,en,7
Honest Thief,2020,"Thriller, Action, Crime, Drama",6.5,104.93,1242,en,8
Battle: Los Angeles,2011,"Science Fiction, Action",5.7,104.868,2825,en,2
Ponyo,2008,"Animation, Fantasy, Family",7.7,104.501,3129,ja,0
Spirited Away,2001,"Animation, Family, Fantasy",8.5,104.215,12531,ja,0
Beauty and the Beast,2017,"Family, Fantasy, Romance",7.0,104.094,13992,en,9
Night in Paradise,2020,"Crime, Drama, Thriller, Action",7.0,104.048,165,ko,8
Dragon Ball Z: Cooler's Revenge,1991,"Action, Animation, Science Fiction",6.9,103.923,464,ja,2
No Manches Frida 2,2019,Comedy,8.1,103.794,672,es,3
Please Enlighten Me,2021,Romance,2.0,103.591,1,zh,9
Snow White and the Seven Dwarfs,1937,"Fantasy, Animation, Family",7.1,103.38,6091,en,0
Pokémon the Movie: I Choose You!,2017,"Family, Animation, Adventure, Fantasy",7.0,103.353,498,ja,0
Captain Marvel,2019,"Action, Adventure, Science Fiction",6.9,103.287,12761,en,11
The Twilight Saga: Breaking Dawn - Part 2,2012,"Adventure, Fantasy, Drama, Romance",6.5,103.267,7541,en,6
Maleficent: Mistress of Evil,2019,"Family, Fantasy, Adventure",7.3,103.266,4954,en,10
Grown Ups 2,2013,Comedy,6.1,103.037,3365,en,3
The Town,2010,"Crime, Drama, Thriller",7.2,102.878,3954,en,8
Zootopia,2016,"Animation, Adventure, Family, Comedy",7.7,102.553,13728,en,0
Extinct,2021,"Animation, Comedy, Family, Adventure",6.5,102.503,81,en,0
Zack and Miri Make a Porno,2008,Comedy,6.3,102.378,1837,en,3
Fatherhood,2021,"Drama, Family, Comedy",7.6,102.309,975,en,3
Trigger Point,2021,"Action, Thriller",6.4,102.307,101,en,8
The Hobbit: The Desolation of Smaug,2013,"Fantasy, Adventure, Action",7.6,102.266,10829,en,10
Ice Age: Continental Drift,2012,"Animation, Comedy, Adventure, Family",6.3,102.027,6319,en,0
Aquaslash,2019,"Horror, Comedy",4.1,101.985,97,en,5
Man of Steel,2013,"Action, Adventure, Fantasy, Science Fiction",6.6,101.757,12934,en,11
Outside the Wire,2021,"Thriller, Action, Science Fiction",6.4,101.732,1416,en,2
The Texas Chainsaw Massacre: The Beginning,2006,"Horror, Thriller",6.1,101.64,1352,en,7
Munich: The Edge of War,2022,"Drama, History",6.9,101.562,247,en,6
Shrek the Third,2007,"Fantasy, Adventure, Animation, Comedy, Family",6.3,101.508,7247,en,0
Terminator Salvation,2009,"Action, Science Fiction, Thriller",6.0,101.452,5294,en,2
Call Me by Your Name,2017,"Romance, Drama",8.2,101.407,10026,en,6
We Can Be Heroes,2020,"Action, Fantasy, Family, Comedy",6.3,101.406,582,en,10
Southpaw,2015,"Action, Drama",7.4,101.201,4644,en,1
Penguins of Madagascar,2014,"Family, Animation, Adventure, Comedy",6.5,101.144,3392,en,0
Red Shoes and the Seven Dwarfs,2019,"Animation, Romance, Family",7.8,101.056,839,en,0
San Andreas,2015,"Action, Drama, Thriller",6.2,101.043,7077,en,1
John Carter,2012,"Action, Adventure, Science Fiction",6.2,101.027,4641,en,11
Spirit: Stallion of the Cimarron,2002,"Western, Animation, Adventure, Comedy, Family, Drama",7.7,100.856,3753,en,0
American Pie Presents: The Book of Love,2009,Comedy,5.3,100.82,1441,en,3
Dragon Ball Z: The Tree of Might,1990,"Action, Animation, Science Fiction",6.5,100.713,408,ja,2
The Kissing Booth 3,2021,"Romance, Comedy",7.2,100.603,1351,en,9
The Courier,2021,"Thriller, History, Drama",7.1,100.553,635,en,4
Given,2020,"Animation, Drama, Music, Romance",8.5,100.209,301,ja,6
The Twilight Saga: Breaking Dawn - Part 1,2011,"Adventure, Fantasy, Romance",6.2,100.159,7428,en,10
Into the Wind,2022,"Comedy, Drama, Romance",4.9,100.12,27,pl,9
Maleficent,2014,"Fantasy, Adventure, Action, Family, Romance",7.1,100.039,11488,en,10
Just Go with It,2011,"Comedy, Romance",6.6,100.039,4605,en,9
White Chicks,2004,"Comedy, Crime",6.9,99.857,2851,en,3
13 Hours: The Secret Soldiers of Benghazi,2016,"War, Action, History, Thriller, Drama",7.2,99.722,2734,en,1
Sex Tape,2014,Comedy,5.4,99.537,3582,en,3
Maze Runner: The Scorch Trials,2015,"Science Fiction, Action, Thriller, Adventure",6.7,99.33,8738,en,11
Corpse Bride,2005,"Romance, Fantasy, Animation",7.5,99.31,7006,en,9
Psycho-Pass 3: First Inspector,2020,"Science Fiction, Action, Crime, Animation",7.6,99.273,56,ja,2
Palmer,2021,Drama,8.1,98.994,738,en,6
Below Zero,2021,"Action, Crime, Thriller",6.4,98.934,716,es,8
Me Before You,2016,"Drama, Romance",7.9,98.846,9879,en,6
Beckett,2021,"Crime, Mystery, Thriller",6.4,98.796,469,en,8
"Batman: The Long Halloween, Part Two",2021,"Animation, Mystery, Action, Crime",7.7,98.742,272,en,8
Ghost Rider: Spirit of Vengeance,2011,"Action, Fantasy, Thriller",5.0,98.675,3060,en,8
Shazam!,2019,"Action, Comedy, Fantasy",7.1,98.597,7383,en,10
I Want You,2012,"Drama, Romance",7.3,98.567,1489,es,6
Clash of the Titans,2010,"Adventure, Fantasy, Action",5.9,98.522,5230,en,10
Wrong Turn 3: Left for Dead,2009,"Horror, Thriller",5.6,98.514,822,en,7
X-Men: Apocalypse,2016,"Action, Adventure, Science Fiction, Fantasy",6.5,98.469,11110,en,11
Tenet,2020,"Action, Thriller, Science Fiction",7.2,98.393,6826,en,2
Cirque du Freak: The Vampire's Assistant,2009,"Adventure, Fantasy, Action, Thriller",5.7,98.292,869,en,10
Grudge,2021,Thriller,6.4,98.25,41,tr,4
Next-Door Nightmare,2021,"Thriller, TV Movie, Drama",6.2,98.191,6,en,4
Trollhunters: Rise of the Titans,2021,"Animation, Fantasy, Family, Action, Adventure",7.9,98.17,228,en,10
Ice Age: The Meltdown,2006,"Animation, Family, Comedy, Adventure",6.7,98.161,8171,en,0
The Matrix,1999,"Action, Science Fiction",8.2,98.071,21182,en,2
The Meg,2018,"Action, Science Fiction, Horror",6.2,98.052,5739,en,2
Dragon Ball Z: Bojack Unbound,1993,"Action, Animation, Science Fiction",7.0,97.953,402,ja,2
Ralph Breaks the Internet,2018,"Family, Animation, Comedy, Adventure",7.2,97.581,6100,en,0
Cars,2006,"Animation, Adventure, Comedy, Family",6.9,97.111,11412,en,0
Hidden Figures,2016,"Drama, History",8.0,96.612,7565,en,6
Ted,2012,"Comedy, Fantasy",6.4,96.572,10437,en,3
The 8th Night,2021,"Mystery, Thriller, Horror",6.2,96.326,66,ko,7
Prince of Persia: The Sands of Time,2010,"Adventure, Fantasy, Action",6.2,96.162,5725,en,10
Creed,2015,Drama,7.4,95.997,5847,en,6
Captain America: The First Avenger,2011,"Action, Adventure, Science Fiction",7.0,95.548,18257,en,11
Brave,2012,"Animation, Adventure, Comedy, Family, Action, Fantasy",7.0,95.271,11353,en,0
Madagascar,2005,"Family, Animation, Adventure, Comedy",6.9,95.061,8956,en,0
Chaos Walking,2021,Science Fiction,6.8,95.011,1632,en,2
Dragon Ball Z: Super Android 13!,1992,"Action, Animation, Science Fiction",6.7,94.91,373,ja,2
Life in a Year,2020,"Drama, Romance",8.3,94.854,962,en,6
Wreck-It Ralph,2012,"Family, Animation, Comedy, Adventure",7.3,94.718,10488,en,0
Yu-Gi-Oh!: The Dark Side of Dimensions,2016,"Adventure, Animation",7.5,94.633,262,ja,0
Come Play With Me,2021,Horror,7.1,94.605,145,es,5
Naruto Shippuden the Movie: The Lost Tower,2010,"Adventure, Action, Animation",7.0,94.563,291,ja,10
Dawn of the Planet of the Apes,2014,"Science Fiction, Action, Drama, Thriller",7.3,94.549,9345,en,1
Need for Speed,2014,"Action, Crime, Drama, Thriller",6.3,94.492,3532,en,8
Batman Tech,2008,Documentary,7.2,94.351,13,en,3
Public Enemies,2009,"Action, Crime",6.7,94.341,3597,en,8
In Time,2011,"Action, Thriller, Science Fiction",6.9,94.268,9360,en,2
Rock Dog 2: Rock Around the Park,2021,"Animation, Comedy, Music, Family",7.1,94.249,68,en,0
Hotel Transylvania 3: Summer Vacation,2018,"Family, Fantasy, Comedy, Animation",6.9,94.248,3545,en,0
Dragon Ball Z: The Return of Cooler,1992,"Action, Animation, Science Fiction",6.6,94.115,409,ja,2
Koati,2021,"Music, Animation",7.6,94.057,49,en,0
No Manches Frida,2016,Comedy,7.8,94.006,625,es,3
The Nun,2018,"Horror, Mystery, Thriller",5.8,93.994,5109,en,7
The Shack,2017,"Drama, Fantasy",7.4,93.953,1647,en,6
A Forbidden Orange,2021,"Documentary, History",4.1,93.828,4,es,3
"Batman: The Long Halloween, Part One",2021,"Animation, Mystery, Action, Crime",7.8,93.663,324,en,8
From Straight A's to XXX,2017,"Drama, TV Movie",5.6,93.395,85,en,6
